   ,DRUG_CODE,DRUG_SPEC,FIRM_ID,UNITS,TRADE_PRICE,RETAIL_PRICE,AMOUNT_PER_PACKAGE,MIN_SPEC,MIN_UNITS,CLASS_ON_INP_RCPT,CLASS_ON_OUTP_RCPT,CLASS_ON_RECKONING,SUBJ_CODE,CLASS_ON_MR,START_DATE,STOP_DATE,MAX_RETAIL_PRICE,GMP,CGLX
472,2000809800,1.5g/10g,广东一方,包,1.01,1.313,1,1.5g/10g,包,C,C,A03,A03,E,2012/1/18,2016/7/12 16:28,,Y,4
473,2000823600,0.9g/15g,广东一方,包,0.94,1.222,1,0.9g/15g,包,C,C,A03,A03,E,2013/12/11,2014/1/14 10:39,,Y,4
474,2000842700,0.5g/6g,广东一方,包,0.59,0.767,1,0.5g/6g,包,C,C,A03,A03,E,2012/2/14,2016/7/12 16:28,,Y,4
475,2000843900,0.5g/10g,广东一方,包,1.11,1.443,1,0.5g/10g,包,C,C,A03,A03,E,2011/10/19,2016/7/12 16:28,,Y,4
476,2000824300,0.7g/15g,广东一方,包,0.78,1.014,1,0.7g/15g,包,C,C,A03,A03,E,2014/5/19,2016/7/12 16:28,,Y,4
477,2000801400,0.5g/3g,广东一方,包,0.51,0.663,1,0.5g/3g,包,C,C,A03,A03,E,2012/4/23,2016/7/12 16:28,,Y,4
478,1500001500,75mg,赛诺菲安万,片,18.143,20.8644,1,75mg,片,A,A,A01,A01,C,2010/12/4 20:58,2011/10/28 17:00,,Y,4
479,1500001500,75mg*7,赛诺菲安万,盒,127.001,146.05,7,75mg,片,A,A,A01,A01,C,2010/12/4 20:58,2011/10/28 17:00,,Y,4
480,102005700,2mg,常州康普,片,0.0335,0.0335,1,2mg,片,A,A,A01,A01,C,2010/12/4 20:59,,,Y,4
481,102005700,2mg*100,常州康普,盒,3.35,3.35,100,2mg,片,A,A,A01,A01,C,2010/12/4 20:59,,,Y,4
482,1600002800,6.3g,上海旭东海,支,1.64,1.89,1,6.3g,支,A,A,A01,A01,C,2010/12/4 21:00,2011/11/1 17:00,,Y,4
483,1500001600,60mg,亚宝药业,片,0.0155,0.0155,1,60mg,片,A,A,A01,A01,C,2010/12/4 21:00,,,Y,4
484,1500001600,60mg*100,亚宝药业,盒,1.55,1.55,100,60mg,片,A,A,A01,A01,C,2010/12/4 21:00,,,Y,4
485,1200004800,1片,重庆荣高,片,0.0634,0.0634,1,1片,片,A,A,A01,A01,C,2010/12/4 21:02,,,Y,4
486,1200004800,1片*100,重庆荣高,瓶,6.34,6.34,100,1片,片,A,A,A01,A01,C,2010/12/4 21:02,,,Y,4
487,1500002500,0.45g,广西梧州三,片,0.49,0.49,1,0.45g,片,A,A,A01,A01,C,2010/12/4 21:03,,,Y,4
488,1500002500,0.45g*60,广西梧州三,瓶,29.4,29.4,60,0.45g,片,A,A,A01,A01,C,2010/12/4 21:03,,,Y,4
489,1200004000,0.2g:2ml,江苏鹏遥,支,0.33,0.33,1,0.2g:2ml,支,A,A,A01,A01,C,2010/12/4 21:03,,,Y,4
490,2000801500,0.6g/3g,广东一方,包,0.51,0.663,1,0.6g/3g,包,C,C,A03,A03,E,2012/3/20,2016/7/12 16:28,,Y,4
491,1900033600,1g,江西仁翔药,克,0.049,0.0613,1,1g,克,C,C,A03,A03,E,2012/11/29,,,Y,4
492,1900033700,1g,江西仁翔药,克,0.0286,0.0357,1,1g,克,C,C,A03,A03,E,2010/12/4 11:05,2011/4/20 15:55,,Y,4
493,1900033800,1g,江西仁翔药,克,0.0157,0.0196,1,1g,克,C,C,A03,A03,E,2010/12/4 11:05,,,Y,4
494,1300003000,10mg:10ml,齐鲁制药,支,10.8,10.8,1,10mg:10ml,支,A,A,A01,A01,C,2010/12/4 11:06,,,Y,4
495,1300002900,50mg,上海绿谷,支,63,63,1,50mg,支,A,A,A01,A01,C,2010/12/4 11:07,2014/8/1 16:47,,Y,4
496,1300002800,40mg,合肥平光,支,14.81,17.03,1,40mg,支,A,A,A01,A01,C,2010/12/4 11:08,2011/4/18 17:00,,Y,4
497,1300002800,80mg,合肥平光,支,25.17,28.95,1,80mg,支,A,A,A01,A01,C,2010/12/4 11:08,2011/4/18 17:00,,Y,4
498,1300002700,10mg:2ml,河南润弘,支,31.9,31.9,1,10mg:2ml,支,A,A,A01,A01,C,2010/12/4 11:10,2014/10/23 10:04,,Y,4
499,1300002600,0.2g,江苏天士力,片,1.55,1.7825,1,0.2g,片,A,A,A01,A01,C,2010/12/4 11:10,2011/4/18 17:00,,Y,4
500,1300002600,0.2g*20,江苏天士力,盒,31,35.65,20,0.2g,片,A,A,A01,A01,C,2010/12/4 11:10,2011/4/18 17:00,,Y,4
501,1300002500,6mg,卫材,片,0.5402,0.6212,1,6mg,片,A,A,A01,A01,C,2010/12/4 11:12,2011/8/31 23:59,,Y,4
502,1300002500,6mg*30,卫材,盒,16.206,18.64,30,6mg,片,A,A,A01,A01,C,2010/12/4 11:12,2011/8/31 23:59,,Y,4
503,1300002400,10mg,北京诺华,片,3.15,3.15,1,10mg,片,A,A,A01,A01,C,2010/12/4 11:13,,,Y,4
504,1300002400,10mg*14,北京诺华,盒,44.1,44.1,14,10mg,片,A,A,A01,A01,C,2010/12/4 11:13,,,Y,4
505,1900033900,1g,江西仁翔药,克,0.0186,0.0232,1,1g,克,C,C,A03,A03,E,2010/12/4 11:20,2011/3/29 22:47,,Y,4
506,1900034000,1g,江西仁翔药,克,0.0543,0.0679,1,1g,克,C,C,A03,A03,E,2010/12/4 11:20,,,Y,4
507,1900034100,1g,江西仁翔药,克,0.0171,0.0214,1,1g,克,C,C,A03,A03,E,2010/12/4 11:20,,,Y,4
508,1900038000,1g,江西仁翔药,克,0.063,0.0788,1,1g,克,C,C,A03,A03,E,2014/8/19,,,Y,4
509,1900034200,1g,江西仁翔药,克,0.0371,0.0464,1,1g,克,C,C,A03,A03,E,2014/7/15,,,Y,4
510,1900034300,1g,安徽省亳州,克,0.158,0.1975,1,1g,克,C,C,A03,A03,E,2013/3/14,2014/11/18 15:39,,Y,4
511,1900034400,1g,安徽省亳州,克,0.54,0.675,1,1g,克,C,C,A03,A03,E,2010/12/4 11:20,,,Y,4
512,1900034500,1g,江西仁翔药,克,0.05,0.0625,1,1g,克,C,C,A03,A03,E,2014/4/1,,,Y,4
513,1900038100,1g,安徽省亳州,克,0.3,0.375,1,1g,克,C,C,A03,A03,E,2014/6/2,,,Y,4
514,1900038200,1g,安徽省亳州,克,0.07,0.0875,1,1g,克,C,C,A03,A03,E,2013/10/23,2014/1/21 9:12,,Y,4
515,1900038300,1g,安徽省亳州,克,0.1571,0.1964,1,1g,克,C,C,A03,A03,E,2010/12/4 11:20,,,Y,4
516,1900038400,1g,安徽省亳州,克,0.1857,0.2321,1,1g,克,C,C,A03,A03,E,2010/12/4 11:20,2016/11/30 8:41,,Y,4
517,1900038500,1g,江西仁翔药,克,0.0571,0.0714,1,1g,克,C,C,A03,A03,E,2012/10/22,2015/8/10 8:53,,Y,4
518,1900038600,1g,安徽省亳州,克,0.2114,0.2643,1,1g,克,C,C,A03,A03,E,2012/6/3,2014/3/20 11:12,,Y,4
519,1900038700,1g,安徽省亳州,克,0.14,0.175,1,1g,克,C,C,A03,A03,E,2014/6/2,,,Y,4
520,1900038800,1g,江西仁翔药,克,0.0471,0.0589,1,1g,克,C,C,A03,A03,E,2010/12/4 11:20,2016/1/8 9:03,,Y,4
521,1900038900,1g,江西仁翔药,克,0.0543,0.0679,1,1g,克,C,C,A03,A03,E,2014/6/2,,,Y,4
522,1900039000,1g,安徽省亳州,克,0.0857,0.1071,1,1g,克,C,C,A03,A03,E,2010/12/4 11:20,,,Y,4
523,1900039100,1g,安徽省亳州,克,0.02,0.025,1,1g,克,C,C,A03,A03,E,2010/12/4 11:20,,,Y,4
524,1900039200,1g,江西仁翔药,克,0.1571,0.1964,1,1g,克,C,C,A03,A03,E,2012/9/10,,,Y,4
525,1900039300,1g,江西仁翔药,克,0.05,0.0625,1,1g,克,C,C,A03,A03,E,2013/10/8,2014/1/6 17:00,,Y,4
526,1900039400,1g,江西仁翔药,克,0.0257,0.0321,1,1g,克,C,C,A03,A03,E,2010/12/4 11:20,,,Y,4
527,1900039500,1g,江西仁翔药,克,0.0457,0.0571,1,1g,克,C,C,A03,A03,E,2010/12/4 11:20,,,Y,4
528,1900039600,1g,江西仁翔药,克,0.175,0.2188,1,1g,克,C,C,A03,A03,E,2014/6/2,2015/4/14 15:34,,Y,4
529,1900039700,1g,江西仁翔药,克,0.0543,0.0679,1,1g,克,C,C,A03,A03,E,2010/12/4 11:20,,,Y,4
530,1900041000,1g,江西仁翔药,克,0.0186,0.0232,1,1g,克,C,C,A03,A03,E,2010/12/4 11:20,2011/3/29 22:53,,Y,4
531,1900041100,1g,江西仁翔药,克,0.0371,0.0464,1,1g,克,C,C,A03,A03,E,2014/8/19,,,Y,4
532,1900041200,1g,江西仁翔药,克,0.023,0.0288,1,1g,克,C,C,A03,A03,E,2014/6/2,,,Y,4
533,1900041300,1g,江西仁翔药,克,0.0243,0.0304,1,1g,克,C,C,A03,A03,E,2010/12/4 11:20,2011/3/29 22:47,,Y,4
534,1900041400,1g,江西仁翔药,克,0.05,0.0625,1,1g,克,C,C,A03,A03,E,2012/10/21,,,Y,4
535,1300002300,0.2g,重庆科瑞,片,0.4557,0.5241,1,0.2g,片,A,A,A01,A01,C,2010/12/4 11:23,2011/9/1 17:00,,Y,4
536,1300002300,0.2g*24,重庆科瑞,盒,10.9368,12.58,24,0.2g,片,A,A,A01,A01,C,2010/12/4 11:23,2011/9/1 17:00,,Y,4
537,700001300,50mg,上海朝晖,片,0.0686,0.0686,1,50mg,片,A,A,A01,A01,C,2010/12/4 11:23,,,Y,4
538,700001300,50mg*100,上海朝晖,瓶,6.86,6.86,100,50mg,片,A,A,A01,A01,C,2010/12/4 11:23,,,Y,4
539,1300002200,0.15g:3ml,赛诺菲安万,支,26.376,26.376,1,0.15g:3ml,支,A,A,A01,A01,C,2010/12/4 11:23,,,Y,4
540,700001400,50ug,北京科园信,片,0.279,0.3209,1,50ug,片,A,A,A01,A01,C,2010/12/4 11:24,2011/5/25 11:23,,Y,4
541,700001400,50ug*100,北京科园信,盒,27.9,32.09,100,50ug,片,A,A,A01,A01,C,2010/12/4 11:24,2011/5/25 11:23,,Y,4
542,700001500,5mg,马鞍山丰原,瓶,3.08,3.08,1,5mg,瓶,A,A,A01,A01,C,2010/12/4 11:26,,,Y,4
543,1300002000,5mg,辉瑞制药,片,5.23,6.0145,1,5mg,片,A,A,A01,A01,C,2010/12/4 11:26,2011/4/18 17:00,,Y,4
544,1300002000,5mg*7,辉瑞制药,盒,36.61,42.1,7,5mg,片,A,A,A01,A01,C,2010/12/4 11:26,2011/4/18 17:00,,Y,4
545,700001600,40mg,南京欧加,丸,2.2281,2.5623,1,40mg,丸,A,A,A01,A01,C,2010/12/4 11:26,2011/7/21 17:00,,Y,4
546,700001600,40mg*16,南京欧加,盒,35.6496,41,16,40mg,丸,A,A,A01,A01,C,2010/12/4 11:26,2011/7/21 17:00,,Y,4
547,700001700,0.15mg,上海永裕,片,0.7686,0.8839,1,0.15mg,片,A,A,A01,A01,C,2010/12/4 11:27,2011/3/27 16:41,,Y,4
548,700001700,0.15mg*21,上海永裕,盒,16.1406,18.56,21,0.15mg,片,A,A,A01,A01,C,2010/12/4 11:27,2011/3/27 16:41,,Y,4
549,700001800,0.625mg,上海信谊药,片,0.0525,0.0525,1,0.625mg,片,A,A,A01,A01,C,2010/12/4 11:29,2015/7/15 8:29,,Y,4
550,700001800,0.625mg*100,上海信谊药,瓶,5.25,5.25,100,0.625mg,片,A,A,A01,A01,C,2010/12/4 11:29,2015/7/15 8:29,,Y,4
551,1300002100,2.5mg,吉林省天,片,2.5786,2.9654,1,2.5mg,片,A,A,A01,A01,C,2010/12/4 11:29,2011/8/18 17:00,,Y,4
552,1300002100,2.5mg*14,吉林省天,盒,36.1004,41.52,14,2.5mg,片,A,A,A01,A01,C,2010/12/4 11:29,2011/8/18 17:00,,Y,4
553,700001900,2.5mg,北京紫竹,粒,20.7612,20.7612,1,2.5mg,粒,A,A,A01,A01,C,2010/12/4 11:30,,,Y,4
554,700001900,2.5mg*8,北京紫竹,盒,166.0896,166.0896,8,2.5mg,粒,A,A,A01,A01,C,2010/12/4 11:30,,,Y,4
555,700002000,500mg,江苏鹏鹞,片,0.0555,0.0555,1,500mg,片,A,A,A01,A01,C,2010/12/4 11:31,,,Y,4
556,1400000600,0.2mg,江苏恒瑞,粒,3.5,4.025,1,0.2mg,粒,A,A,A01,A01,C,2010/12/4 20:39,2013/2/5 17:00,,Y,4
557,1400000600,0.2mg*10,江苏恒瑞,盒,3.5,4.025,10,0.2mg,粒,A,A,A01,A01,C,2010/12/4 20:39,2011/5/5 15:44,,Y,4
558,1805001900,10ml*10支,江西樟树,盒,54.75,54.75,1,10ml*10支,盒,A,A,A01,A01,C,2011/1/3 10:30,,,Y,4
559,1805001900,10ml*10支,湖北威尔曼,盒,54.75,54.75,1,10ml*10支,盒,A,A,A01,A01,C,2011/1/3 10:40,,,Y,4
560,101009400,1.5g,湖北威尔曼,瓶,54.75,62.96,1,1.5g,瓶,A,A,A01,A01,C,2011/1/3 10:41,2011/3/30 16:32,,Y,4
561,800004900,0.2g,江苏豪森,瓶,2049.99,2049.99,1,0.2g,瓶,A,A,A01,A01,C,2011/1/3 10:42,,,Y,4
562,1700007000,75%*500ml,江西汇康,瓶,4.4,4.4,1,75%*500ml,瓶,A,A,A01,A01,C,2011/1/3 10:43,,,Y,4
563,1700007000,95%*500ml,江西汇康,瓶,4.5,4.5,1,95%*500ml,瓶,A,A,A01,A01,C,2011/1/3 10:43,,,Y,4
564,1700007100,2500ml,江西汇康,瓶,23,23,1,2500ml,瓶,A,A,A01,A01,C,2011/1/3 10:45,,,Y,4
565,1700007200,500ml,江西汇康,瓶,3.3,3.3,1,500ml,瓶,A,A,A01,A01,C,2011/1/3 10:47,,,Y,4
566,1700007300,500ml,江西汇康,瓶,5.2,5.2,1,500ml,瓶,A,A,A01,A01,C,2011/1/3 10:50,,,Y,4
567,1700007400,10g,南昌利康,包,0.4,0.4,1,10g,包,A,A,A01,A01,C,2011/1/3 10:57,,,Y,4
568,300003800,6g,扬子江江苏,包,1.13,1.13,1,6g,包,A,A,A01,A01,C,2011/1/3 10:58,,,Y,4
569,300003800,6g*10,扬子江江苏,包,11.3,13,10,6g,包,A,A,A01,A01,C,2011/1/3 10:58,2011/5/25 16:55,,Y,4
570,1300002000,5mg*7,扬子集体,盒,22.98,26.43,7,5mg,片,A,A,A01,A01,C,2011/1/3 10:58,2011/4/18 17:00,,Y,4
571,1300002000,5mg,扬子集体,片,3.2829,3.7757,1,5mg,片,A,A,A01,A01,C,2011/1/3 10:58,2011/4/18 17:00,,Y,4
572,1200003600,3mg,扬子集体,瓶,153,153,1,3mg,瓶,A,A,A01,A01,C,2011/1/3 11:00,2013/12/10 11:17,,Y,4
573,800002800,100mg,扬子江江苏,支,33,33,1,100mg,支,A,A,A01,A01,C,2011/1/3 11:01,,,Y,4
574,700001200,400iu:10ml,上海第一生,支,9.93,11.42,1,400iu:10ml,支,A,A,A01,A01,C,2011/1/3 11:04,2013/6/11 10:22,,Y,4
575,101009500,1g,海南是三洋,瓶,57.43,57.43,1,1g,瓶,A,A,A01,A01,C,2011/1/3 11:09,,,Y,4
576,101007000,250ml,西安万隆,瓶,12,12,1,250ml,瓶,A,A,A01,A01,C,2011/1/3 11:17,,,Y,4
577,102006000,50mg*6,海南皇隆,盒,16.67,16.67,6,50mg,片,A,A,A01,A01,C,2011/1/3 11:18,,,Y,4
578,102006000,50mg,海南皇隆,片,2.7783,2.7783,1,50mg,片,A,A,A01,A01,C,2011/1/3 11:18,,,Y,4
579,400000900,ml,甘肃农垦,瓶,3.96,3.96,1,ml,瓶,A,A,A01,A01,C,2010/12/31 15:03,2013/10/18 8:44,,Y,4
580,400000900,ml*100,甘肃农垦,瓶,396,396,100,ml,瓶,A,A,A01,A01,C,2010/12/31 15:03,2013/10/18 8:44,,Y,4
581,500000200,0.25μg,上海罗氏,丸,6.195,7.1243,1,0.25μg,丸,A,A,A01,A01,C,2010/12/31 15:11,2011/8/31 23:59,,Y,4
582,500000200,0.25μg*10,上海罗氏,盒,61.95,71.24,10,0.25μg,丸,A,A,A01,A01,C,2010/12/31 15:11,2011/8/31 23:59,,Y,4
583,1600003000,0.1g,海南双成,瓶,2.48,2.48,1,0.1g,瓶,A,A,A01,A01,C,2010/12/31 15:13,,,Y,4
584,500001400,1瓶,成都天台山,瓶,22.89,22.89,1,1瓶,瓶,A,A,A01,A01,C,2010/12/31 15:14,,,Y,4
585,500001500,0.5mg,成都天台山,支,19.4,19.4,1,0.5mg,支,A,A,A01,A01,C,2010/12/31 15:15,,,Y,4
586,600000200,250ml:5mg,西南药业,瓶,31.58,36.32,1,250ml:5mg,瓶,A,A,A01,A01,C,2010/12/31 15:18,2011/4/18 17:00,,Y,4
587,700000600,5mg*40,华夏药业,盒,19.272,22.16,40,5mg,片,A,A,A01,A01,C,2010/12/31 15:22,,,Y,4
588,700000600,5mg,华夏药业,盒,0.4818,0.554,1,5mg,片,A,A,A01,A01,C,2010/12/31 15:22,,,Y,4
589,101007400,0.2g:2ml,白求恩医科,支,11.22,11.22,1,0.2g:2ml,支,A,A,A01,A01,C,2010/12/31 15:30,,,Y,4
590,101007600,0.2g:2ml,齐鲁制药,支,0.44,0.44,1,0.2g:2ml,支,A,A,A01,A01,C,2010/12/31 15:32,2015/6/19 17:00,,Y,4
591,800001100,50mg,拜耳医药,瓶,2363,2363,1,50mg,瓶,A,A,A01,A01,C,2010/12/31 15:33,,,Y,4
592,101007900,0.6g:2ml,山东方明,支,0.81,0.81,1,0.6g:2ml,支,A,A,A01,A01,C,2010/12/31 15:34,,,Y,4
593,102001900,100ml:0.5g,安微双鹤,瓶,1.88,1.88,1,100ml:0.5g,瓶,A,A,A01,A01,C,2010/12/31 15:43,,,Y,4
594,102001800,100ml:0.4g,四川科伦,瓶,5.79,6.66,1,100ml:0.4g,瓶,A,A,A01,A01,C,2010/12/31 15:43,2011/4/18 17:00,,Y,4
595,1000001600,100mg,上海三维,片,0.0315,0.0315,1,100mg,片,A,A,A01,A01,C,2010/12/31 15:46,2015/9/2 9:56,,Y,4
596,1000001600,100mg*100,上海三维,盒,3.15,3.15,100,100mg,片,A,A,A01,A01,C,2010/12/31 15:46,2015/9/2 9:56,,Y,4
597,1100000900,100ml,江西天施康,瓶,2.24,2.24,1,100ml,瓶,A,A,A01,A01,C,2010/12/31 15:48,,,Y,4
598,1100001000,1粒*60,上海信谊药,盒,37.73,43.39,60,1粒,粒,A,A,A01,A01,C,2010/12/31 15:50,2013/2/5 17:00,,Y,4
599,1100001000,1粒,上海信谊药,粒,0.6288,0.7232,1,1粒,粒,A,A,A01,A01,C,2010/12/31 15:50,2013/2/5 17:00,,Y,4
600,600000900,5g,江西博雅,瓶,230,264.5,1,5g,瓶,A,A,A01,A01,C,2010/12/31 15:50,2011/3/29 22:04,,Y,4
601,1200000100,10mg,浙江万邦,支,0.77,0.89,1,10mg,支,A,A,A01,A01,C,2010/12/31 15:51,2011/6/17 10:46,,Y,4
602,800005000,0.2g,江苏豪森,瓶,2049.99,2049.99,1,0.2g,瓶,A,A,A01,A01,C,2011/2/18 10:41,,,Y,4
603,1300009600,10mg*7,阿斯利康,片,56.53,65.01,7,10mg,片,A,A,A01,A01,C,2011/2/18 10:43,2011/2/18 10:44,,Y,4
604,1300009600,10mg*7,阿斯利康,片,56.53,65.01,7,10mg,片,A,A,A01,A01,C,2011/2/18 10:45,2011/5/25 11:26,,Y,4
605,1300009600,10mg,阿斯利康,片,8.0757,9.2871,1,10mg,片,A,A,A01,A01,C,2011/2/18 10:45,2011/5/25 11:26,,Y,4
606,1300009700,20mg*30,施维雅,盒,48.36,55.61,30,20mg,盒,A,A,A01,A01,C,2011/2/18 10:46,2011/4/18 17:00,,Y,4
607,1300009700,20mg,施维雅,盒,1.612,1.8537,1,20mg,盒,A,A,A01,A01,C,2011/2/18 10:46,2011/4/18 17:00,,Y,4
608,800005100,300wu,北京凯因,支,33.16,33.16,1,300wu,支,A,A,A01,A01,C,2011/2/18 10:55,,,Y,4
609,1700007600,1,江苏天济,支,45.15,45.15,1,1,支,A,A,A01,A01,C,2011/2/18 10:56,,,Y,4
610,1700007700,1,诺和诺德,支,213.75,213.75,1,1,支,A,A,A01,A01,C,2011/2/18 10:57,,,Y,4
611,1700007800,1,诺和诺德,盒,19.34,19.34,1,1,盒,A,A,A01,A01,C,2011/2/18 10:58,,,Y,4
612,1200005200,0.3mg,上海禾丰,支,1.05,1.2,1,0.3mg,支,A,A,A01,A01,C,2011/2/18 10:58,2011/9/9 17:00,,Y,4
613,1700007900,500g,南昌白云,瓶,8.79,10.11,1,500g,瓶,A,A,A01,A01,C,2011/2/18 11:02,2013/4/9 17:00,,Y,4
614,102002500,1*12,河北垣利,片,6.3,7.25,12,1,片,A,A,A01,A01,C,2011/2/18 11:05,2011/5/25 16:40,,Y,4
615,102002500,1,河北垣利,片,0.525,0.525,1,1,片,A,A,A01,A01,C,2011/2/18 11:05,,,Y,4
616,700003600,40mg,济南维尔康,片,0.068,0.068,1,40mg,片,A,A,A01,A01,C,2010/12/4 14:36,,,Y,4
617,700003600,40mg*100,济南维尔康,瓶,6.8,6.8,100,40mg,片,A,A,A01,A01,C,2010/12/4 14:36,,,Y,4
618,1900052600,1g*1000,江西仁翔药,千克,51.43,64.2875,1000,1g,克,C,C,A03,A03,E,2010/12/4 14:36,,,Y,4
619,1900052600,1g,江西仁翔药,克,0.0514,0.0643,1,1g,克,C,C,A03,A03,E,2010/12/4 14:36,,,Y,4
620,700003700,1500iu,江西生物,支,3.1,3.1,1,1500iu,支,A,A,A01,A01,C,2010/12/4 14:37,,,Y,4
621,1900052700,1g*1000,安徽省亳州,千克,71.43,89.2875,1000,1g,克,C,C,A03,A03,E,2010/12/4 14:38,,,Y,4
622,1900052700,1g,安徽省亳州,克,0.0714,0.0893,1,1g,克,C,C,A03,A03,E,2010/12/4 14:38,,,Y,4
623,1900052900,1g*1000,安徽省亳州,千克,200,250,1000,1g,克,C,C,A03,A03,E,2010/12/4 14:38,2015/10/14 9:02,,Y,4
624,1900052900,1g,安徽省亳州,克,0.2,0.25,1,1g,克,C,C,A03,A03,E,2010/12/4 14:38,2015/10/14 9:02,,Y,4
625,700003800,10mg:2ml,河南润弘,支,0.269,0.269,1,10mg:2ml,支,A,A,A01,A01,C,2010/12/4 14:39,,,Y,4
626,700003900,1000iu,上海第一生,支,3.57,3.57,1,1000iu,支,A,A,A01,A01,C,2010/12/4 14:39,,,Y,4
627,1900053000,1g*1000,安徽省亳州,千克,514.3,642.9,1000,1g,克,C,C,A03,A03,E,2014/6/2,2015/11/27 9:07,,Y,4
628,1900053000,1g,安徽省亳州,克,0.5143,0.6429,1,1g,克,C,C,A03,A03,E,2014/6/2,2015/11/27 9:07,,Y,4
629,700004000,10iu:1ml,河南辅仁怀,支,0.38,0.38,1,10iu:1ml,支,A,A,A01,A01,C,2010/12/4 14:39,2013/11/20 17:00,,Y,4
630,1200004300,5mg,天津力生,片,0.02,0.02,1,5mg,片,A,A,A01,A01,C,2010/12/4 14:40,,,Y,4
631,1200004300,5mg*100,天津力生,盒,2,2,100,5mg,片,A,A,A01,A01,C,2010/12/4 14:40,,,Y,4
632,1900053100,1g*1000,江西仁翔药,千克,8.57,10.7125,1000,1g,克,C,C,A03,A03,E,2010/12/4 14:40,2011/3/29 23:05,,Y,4
633,1900053100,1g,江西仁翔药,克,0.0086,0.0107,1,1g,克,C,C,A03,A03,E,2010/12/4 14:40,2011/3/29 23:05,,Y,4
634,500002500,1片,广东南国,片,0.0121,0.0121,1,1片,片,A,A,A01,A01,C,2010/12/4 14:40,2015/10/30 17:00,,Y,4
635,500002500,1片*100,广东南国,瓶,1.21,1.21,100,1片,片,A,A,A01,A01,C,2010/12/4 14:40,2015/10/30 17:00,,Y,4
636,800000100,10mg,深圳万乐,支,49.2,56.58,1,10mg,支,A,A,A01,A01,C,2010/12/4 14:41,2011/5/9 9:48,,Y,4
637,1803002100,0.35g,药都制药,片,0.07,0.07,1,0.35g,片,A,A,A01,A01,C,2010/12/4 14:41,,,Y,4
638,101001600,125mg,迪沙药业,粒,0.1383,0.1383,1,125mg,粒,A,A,A01,A01,C,2010/12/3 15:55,,,Y,4
639,101000300,0.5g*12,石药集团中,盒,5.7,5.7,12,0.5g,片,A,A,A01,A01,C,2010/12/3 14:47,,,Y,4
640,101000600,1g,山西振东,支,1.38,1.38,1,1g,支,A,A,A01,A01,C,2010/12/3 14:50,,,Y,4
641,1801000100,2ml,大理药业,支,11.54,11.54,1,2ml,支,A,A,A01,A01,C,2010/12/3 15:00,2014/5/19 15:22,,Y,4
642,101000700,2g,苏州二叶,支,16.79,16.79,1,2g,支,A,A,A01,A01,C,2010/12/3 15:02,,,Y,4
643,1801000100,10ml,无锡济民,支,72.47,72.47,1,10ml,支,A,A,A01,A01,C,2010/12/3 15:02,2013/9/27 10:08,,Y,4
644,101000700,3.5g,湖南中南,支,30.35,30.35,1,3.5g,支,A,A,A01,A01,C,2010/12/3 15:03,2015/7/7 18:58,,Y,4
645,1700004900,1盒,江西恒康,盒,38,38,1,1盒,盒,A,A,A01,A01,C,2010/12/3 15:22,,,Y,4
646,1700004800,10g,芜湖三益制,支,0.78,0.78,1,10g,支,A,A,A01,A01,C,2010/12/3 15:23,,,Y,4
647,1700004700,1支,马应龙药业,支,3.36,3.36,1,1支,支,A,A,A01,A01,C,2010/12/3 15:24,,,Y,4
648,1900016900,1g*1000,安徽省亳州,千克,235.7,294.6,1000,1g,克,C,C,A03,A03,E,2010/12/4 18:46,2011/3/29 22:29,,Y,4
649,1900017000,1g*1000,江西仁翔药,千克,30,37.5,1000,1g,克,C,C,A03,A03,E,2011/7/29,2014/2/28 9:35,,Y,4
650,1900017100,1g*1000,江西仁翔药,千克,37.9,47.4,1000,1g,克,C,C,A03,A03,E,2013/6/25,2015/5/25 10:36,,Y,4
651,1900017200,1g*1000,江西仁翔药,千克,18,22.5,1000,1g,克,C,C,A03,A03,E,2010/12/4 18:47,2011/3/29 22:34,,Y,4
652,1900011900,1g,江西仁翔药,克,0.02,0.025,1,1g,克,C,C,A03,A03,E,2010/12/4 9:23,2015/7/8 10:13,,Y,4
653,1300007200,200mg,上海信谊药,片,0.4659,0.4659,1,200mg,片,A,A,A01,A01,C,2010/12/4 9:23,,,Y,4
654,1300007200,200mg*24,上海信谊药,盒,11.1816,11.1816,24,200mg,片,A,A,A01,A01,C,2010/12/4 9:23,,,Y,4
655,1300007100,25mg,浙江万马,片,0.04,0.04,1,25mg,片,A,A,A01,A01,C,2010/12/4 9:24,,,Y,4
656,1300007100,25mg*50,浙江万马,盒,2,2,50,25mg,片,A,A,A01,A01,C,2010/12/4 9:24,,,Y,4
657,102002400,0.2g,中美天津,片,0.9397,1.0807,1,0.2g,片,A,A,A01,A01,C,2010/12/4 9:24,2013/1/22 17:00,,Y,4
658,102002400,0.2g*10,中美天津,盒,9.397,10.81,10,0.2g,片,A,A,A01,A01,C,2010/12/4 9:24,2013/1/22 17:00,,Y,4
659,102002400,0.2g,湖北广济药,片,0.48,0.552,1,0.2g,片,A,A,A01,A01,C,2010/12/4 9:25,2013/4/18 10:06,,Y,4
660,102002400,0.2g*10,湖北广济药,盒,4.8,5.52,10,0.2g,片,A,A,A01,A01,C,2010/12/4 9:25,2013/5/29 8:05,,Y,4
661,1802007200,0.4g*30,吉林省天泰,盒,29.31,29.31,30,0.4g,粒,A,A,A01,A01,C,2010/12/4 9:26,,,Y,4
